username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,age,phone,phone_model,demog_previous_experience_cyclo,demog_previous_experience_3d,demog_previous_experience_ar,demog_previous_experience_filters,demog_previous_experience_vr,demog_previous_experience_360,demog_previous_experience_virtual_tours,demog_previous_experience_Immersive environments,demog_previous_experience_immersive_theatre,demog_previous_experience_mr,ar_frequency,human1,prolific_reminder,question2,question1,appraisal_extra_image_panel_flat,video_show_Music Sheet,video_show_explanation_Music Sheet,keyword_music,enjoy_music,knew_music,tech_music,tech_more_music,learn_music,surround_music,captivated_music,share_music,more_music,presence_beingthere_music,emotion_amusement_music,emotion_curiosity_music,emotion_surprise_music,emotion_frustration_music,emotion_awe_music,emotion_boredom_music,presence_real_music,question2,question1,appraisal_extra_image_panel_flat,video_show_Satellite Launcher,video_show_explanation_Satellite Launcher,keyword_satellite,enjoy_satellite,knew_satellite,tech_satellite,tech_more_satellite,learn_satellite,surround_satellite,captivated_satellite,share_satellite,more_satellite,presence_beingthere_satellite,emotion_amusement_satellite,emotion_curiosity_satellite,emotion_surprise_satellite,emotion_frustration_satellite,emotion_awe_satellite,emotion_boredom_satellite,presence_real_satellite,question2,question1,appraisal_extra_image_panel_flat,video_show_Science Kit,video_show_explanation_Science Kit,keyword_science,enjoy_science,knew_science,tech_science,tech_more_science,learn_science,surround_science,captivated_science,share_science,more_science,presence_beingthere_science,emotion_amusement_science,emotion_curiosity_science,emotion_surprise_science,emotion_frustration_science,emotion_awe_science,emotion_boredom_science,presence_real_science,question2,question1,appraisal_extra_image_panel_flat,video_show_Skull Evolution,video_show_explanation_Skull Evolution,keyword_skull,enjoy_skull,knew_skull,tech_skull,tech_more_skull,learn_skull,surround_skull,captivated_skull,share_skull,more_skull,presence_beingthere_skull,emotion_amusement_skull,emotion_curiosity_skull,emotion_surprise_skull,emotion_frustration_skull,emotion_awe_skull,emotion_boredom_skull,presence_real_skull,question2,question1,appraisal_extra_image_panel_flat,video_show_Victorian Portal,video_show_explanation_Victorian Portal,keyword_victorian,enjoy_victorian,knew_victorian,tech_victorian,tech_more_victorian,learn_victorian,surround_victorian,captivated_victorian,share_victorian,more_victorian,presence_beingthere_victorian,emotion_amusement_victorian,emotion_curiosity_victorian,emotion_surprise_victorian,emotion_frustration_victorian,emotion_awe_victorian,emotion_boredom_victorian,presence_real_victorian,question1,final_more,final_seen,human2,Q_sku_1,Q_sku_2,Q_sku_3,Q_vic_1,Q_vic_2,Q_vic_3,Q_met_1,Q_met_2,Q_met_3,Q_mus_1,question1,Q_mus_2,Q_mus_3,Q_spa_1,Q_spa_2,Q_spa_3,demog_gender_ub,ethnic,disabilities_long_term,disabilities_phys_impair,disabilities_deaf,disabilities_blind,disabilities_disabled,disabilities_disabilities,disabilities_no_say,disabilities_dont_identify,edu,lifelong_learner1_howto,lifelong_learner1_meeting,lifelong_learner1_convetion,lifelong_learner1_course,lifelong_learner1_onlinecourse,work_in_edu,work_in_edu_specify,lifelong_learner2_learn,lifelong_learner2_license,lifelong_learner2_raise,lifelong_learner2_newjob,lifelong_learner2_downsizing,underserved_learner_item2,underserved_learner_item3,underserved_learner_item5,underserved_learner_item1,underserved_learner_item6,underserved_learner_devices_item1,underserved_learner_devices_item2,underserved_learner_devices_item3,underserved_learner_devices_item4,underserved_learner_devices_item5,underserved_learner_devices_item6,human3,anything_else,rt_general info,rt_demographics,rt_appraisal_questions_music,rt_appraisal_questions_satellite,rt_appraisal_questions_science,rt_appraisal_questions_skull,rt_appraisal_questions_victorian,rt_intro_to_mem_qs,"rt_Skull Evolution Filter, memory questions","rt_Victorian High Street Filter, memory questions","rt_Science Experiment Filter, memory questions","rt_Reflections of an Artist Filter, memory questions","rt_Satellite Launcher Filter, memory questions",rt_final questions,survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,study_url,pageNumber,internal_id,survey_page_changed_to_demographics,survey_page_changed_to_appraisal_questions_music,filter_show_Music Sheet,filter_show_explanation_Music Sheet,keyword_music_word1,keyword_music_word2,keyword_music_word3,survey_page_changed_to_appraisal_questions_victorian,filter_show_Victorian Portal,keyword_victorian_word1,keyword_victorian_word2,keyword_victorian_word3,survey_page_changed_to_appraisal_questions_science,filter_show_Science Kit,keyword_science_word1,keyword_science_word2,keyword_science_word3,survey_page_changed_to_appraisal_questions_satellite,keyword_satellite_word1,keyword_satellite_word2,keyword_satellite_word3,survey_page_changed_to_appraisal_questions_skull,filter_show_Skull Evolution,keyword_skull_word1,keyword_skull_word2,keyword_skull_word3,survey_page_changed_to_intro_to_mem_qs,"survey_page_changed_to_Satellite Launcher Filter, memory questions","survey_page_changed_to_Science Experiment Filter, memory questions","survey_page_changed_to_Reflections of an Artist Filter, memory questions","survey_page_changed_to_Victorian High Street Filter, memory questions","survey_page_changed_to_Skull Evolution Filter, memory questions",survey_page_changed_to_final questions,filter_show_Satellite Launcher,lifelong_learner2_none,demog_previous_experience_none,survey_page_changed_to_appraisal_questions_satellite_1,rt_appraisal_questions_satellite_1,survey_page_changed_to_appraisal_questions_victorian_1,rt_appraisal_questions_victorian_1,lifelong_learner1_none,filter_show_explanation_Science Kit,filter_show_explanation_Satellite Launcher,underserved_learner_none,survey_page_changed_to_appraisal_questions_skull_1,rt_appraisal_questions_skull_1,survey_page_changed_to_appraisal_questions_music_1,rt_appraisal_questions_music_1,rt_general info_1,survey_page_changed_to_appraisal_questions_science_1,survey_page_changed_to_appraisal_questions_science_1_2,rt_appraisal_questions_science_1,survey_page_changed_to_demographics_1,rt_demographics_1,filter_show_explanation_Skull Evolution,ethnic-Comment,filter_show_explanation_Victorian Portal,knew_victorian-Comment,knew_skull-Comment,knew_music-Comment,"survey_page_changed_to_Skull Evolution Filter, memory questions_1","rt_Skull Evolution Filter, memory questions_1",survey_page_changed_to_final questions_1,survey_page_changed_to_general info_1,survey_page_changed_to_general info_1_2,survey_page_changed_to_general info_1_2_3,survey_page_changed_to_general info_1_2_3_4,rt_general info_1_2,rt_demographics_1_2,rt_general info_1_2_3,rt_general info_1_2_3_4,survey_page_changed_to_appraisal_questions_science_1_2_3,rt_general info_1_2_3_4_5,survey_page_changed_to_appraisal_questions_music_1_2,survey_page_changed_to_intro_to_mem_qs_1,rt_appraisal_questions_victorian_1_2,survey_page_changed_to_intro_to_mem_qs_1_2,rt_intro_to_mem_qs_1,rt_appraisal_questions_victorian_1_2_3,survey_page_changed_to_intro_to_mem_qs_1_2_3,rt_intro_to_mem_qs_1_2,"survey_page_changed_to_Science Experiment Filter, memory questions_1",survey_page_changed_to_appraisal_questions_skull_1_2,rt_appraisal_questions_skull_1_2,rt_appraisal_questions_science_1_2,survey_page_changed_to_demographics_1_2,survey_page_changed_to_demographics_1_2_3,rt_demographics_1_2_3,survey_page_changed_to_appraisal_questions_skull_1_2_3,rt_appraisal_questions_skull_1_2_3,survey_page_changed_to_appraisal_questions_satellite_1_2,rt_appraisal_questions_satellite_1_2,"survey_page_changed_to_Satellite Launcher Filter, memory questions_1","rt_Satellite Launcher Filter, memory questions_1","rt_Science Experiment Filter, memory questions_1","survey_page_changed_to_Science Experiment Filter, memory questions_1_2","rt_Science Experiment Filter, memory questions_1_2","survey_page_changed_to_Reflections of an Artist Filter, memory questions_1","rt_Reflections of an Artist Filter, memory questions_1","survey_page_changed_to_Victorian High Street Filter, memory questions_1","rt_Victorian High Street Filter, memory questions_1",survey_page_changed_to_appraisal_questions_music_1_2_3,rt_appraisal_questions_music_1_2,rt_appraisal_questions_music_1_2_3,survey_page_changed_to_appraisal_questions_music_1_2_3_4,rt_appraisal_questions_music_1_2_3_4,rt_appraisal_questions_science_1_2_3,survey_page_changed_to_appraisal_questions_music_1_2_3_4_5,rt_appraisal_questions_music_1_2_3_4_5,"survey_page_changed_to_Victorian High Street Filter, memory questions_1_2",knew_science-Comment,edu-Comment,survey_page_changed_to_appraisal_questions_victorian_1_2,survey_page_changed_to_appraisal_questions_victorian_1_2_3,survey_page_changed_to_appraisal_questions_victorian_1_2_3_4,knew_satellite-Comment,"rt_Victorian High Street Filter, memory questions_1_2","survey_page_changed_to_Skull Evolution Filter, memory questions_1_2","rt_Skull Evolution Filter, memory questions_1_2","survey_page_changed_to_Reflections of an Artist Filter, memory questions_1_2","rt_Reflections of an Artist Filter, memory questions_1_2","survey_page_changed_to_Satellite Launcher Filter, memory questions_1_2","rt_Satellite Launcher Filter, memory questions_1_2",textxr_participant_id,textxr_uuid,order_general info,order_demographics,order_appraisal_questions_victorian,testxr_participant_id,testxr_uuid,order_appraisal_questions_satellite,order_appraisal_questions_science,order_appraisal_questions_skull,order_appraisal_questions_music,order_intro_to_mem_qs,"order_Reflections of an Artist Filter, memory questions","order_Satellite Launcher Filter, memory questions"
﻿,0,,,2023-03-08 12:45:50.185760,411f7e29-98e1-46a5-a76b-cbb89d46c46a,instagram_MIL_AR_underserved,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0m:13s,AnonymousUser,https://www.testxr.org/projects/survey/prolific/411f7e29-98e1-46a5-a76b-cbb89d46c46a/,,13671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-04-12 15:25:01.032927,411f7e29-98e1-46a5-a76b-cbb89d46c46a,instagram_MIL_AR_underserved,1,63ecfe5304047afad5d8143d,19,iPhone,iphone 11,,,,,1,,,,,,"Sometimes, but less than once a month",True,,,,,,,,1,0,2,it did not let me access it,0,0,0,0,0,0,0,0,0,3,0,0,2,,,,,,,4,1,0,,1,1,0,2,1,1,2,1,2,0,1,0,1,,,,,,,5,1,0,,1,1,2,1,1,1,1,1,1,1,1,1,1,,,,,,,5,1,0,,2,2,1,2,2,2,3,2,2,0,2,0,2,,,,,,,5,0,0,,0,2,1,1,1,2,2,2,2,0,0,0,2,,2,1,3,-3,-3,1,-2,-3,1,-2,-1,1,-3,,-3,-1,-1,-2,1,1,white,,,,,,,,1,4,1,,,2,,,,1,,,,,,2,,3,1,1,4,2,,3,,item3,,60,58,276,171,140,141,347,23,38,38,42,33,35,,,1484,24m:44s,AnonymousUser,https://www.testxr.org/projects/survey/prolific/411f7e29-98e1-46a5-a76b-cbb89d46c46a/,,14057,60,119,True,it was not letting me access instagram through any of the links ,n/a,n/a,n/a,395,,hat shop ,bakery ,old fashioned ,742,,calcium ,lithium ,potassium ,882,gravitational pull,velocity ,altitude,1053,,neadnderthalensis,saplens ,erectus,1194,1217,1252,1295,1328,1366,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-04-12 15:26:09.153053,411f7e29-98e1-46a5-a76b-cbb89d46c46a,instagram_MIL_AR_underserved,1,611fdd2cb6ad06b50c2de068,24,iPhone,12 Pro Max,5,,1,4,3,,2,6,,7,Several times a month,True,,,,,,,,5,3,0,,0,2,2,2,1,2,3,1,0,0,0,0,2,,,,,,,5,3,0,,0,3,,3,2,3,3,3,3,0,3,0,4,,,,,,,5,3,0,,0,,3,3,2,3,3,1,1,0,1,0,3,,,,,,,5,3,0,,1,2,2,2,2,2,3,2,1,0,1,0,2,,,,,,,5,2,0,,3,3,3,3,3,3,3,3,3,0,3,0,4,,3,0,3,-2,1,1,-2,1,1,-1,1,1,-2,,1,1,1,-2,-1,1,black,1,,,,,,,,2,,,,1,,,,,,,,,,1,,3,2,3,,2,1,,,item1,Was fun,16,58,205,120,91,131,108,17,32,22,119,40,72,,,1099,18m:19s,AnonymousUser,https://www.testxr.org/projects/survey/prolific/411f7e29-98e1-46a5-a76b-cbb89d46c46a/,,14058,16,206,,,Musical,Informative,Cool,532,,Immersive,Informative,Wondrous,640,,Scientific,Fun,Accurate,412,Immersive,Informative,Fun,75,,Detailed,Informative,Funny,731,899,748,993,971,867,1033,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-04-12 15:27:10.689239,411f7e29-98e1-46a5-a76b-cbb89d46c46a,instagram_MIL_AR_underserved,1,64144106f2f6f6ba1eb91b8d,25,iPhone,iPhone 14,,,,,,2,1,,,,Never,True,,,,,,,,3,0,1,Wouldn’t let me make the sheet smaller ,0,0,0,1,1,0,1,2,0,1,0,2,0,,,,,,,5,0,0,,3,3,3,3,3,3,3,2,3,0,3,0,4,,,,,,,4,0,0,,2,2,2,2,2,3,3,1,3,0,0,0,2,,,,,,,4,1,0,,2,3,2,3,2,2,3,2,3,0,1,0,3,,,,,,,4,1,0,,2,3,3,2,2,3,2,3,2,1,1,0,3,,2,1,3,-1,-2,1,-3,1,-3,-2,-2,1,-3,,-2,-3,1,-2,-3,1,white,,,,,,,,1,1,,2,,1,,,,1,,,,,,2,,1,3,,,1,,,,item3,,61,54,157,109,287,103,114,18,32,19,110,27,35,,,1181,19m:41s,AnonymousUser,https://www.testxr.org/projects/survey/prolific/411f7e29-98e1-46a5-a76b-cbb89d46c46a/,,14059,61,402,,,Funny,Unique,Interesting,771,,Historic,Enjoyable,Educational,115,,Fun,Simple,Educational,662,Educational,Fun,Interesting ,559,,Funny,Historic,Amusing,885,903,938,1080,1107,1048,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-04-12 15:31:57.116159,411f7e29-98e1-46a5-a76b-cbb89d46c46a,instagram_MIL_AR_underserved,1,60d0c90bd5a9d9ecbc455baf,22,iPhone,iphone 13,,,,,,,,,,,Never,True,,,,,,,,2,0,0,,0,0,0,0,0,0,1,0,0,1,0,3,0,,,,,,,4,2,0,,1,2,2,1,0,0,2,2,2,0,2,1,1,,,,,,,5,3,0,,0,1,2,0,1,1,1,1,0,0,1,0,2,,,,,,,4,1,0,,1,2,1,1,2,1,2,2,2,0,1,1,2,,,,,,,3,1,1,"Glitchy, could move forwards and backwards and not really side to side ",0,2,1,0,1,2,1,1,1,1,2,1,2,,2,1,3,1,-1,-2,1,1,1,1,1,1,-3,,-3,-3,1,-2,-2,2,white,,,,,,,,1,4,1,2,,,,,,,,,,,,2,,1,3,2,,1,,,,item3,no,19,33,264,186,141,129,181,15,26,47,27,13,18,,,1161,19m:21s,AnonymousUser,https://www.testxr.org/projects/survey/prolific/411f7e29-98e1-46a5-a76b-cbb89d46c46a/,,14060,19,239,True,"A trumpet was put on the screen with some sheet music for Ode to Joy. When you pressed play in the top right corner, the trumpet played through the sheet music ",mundane ,boring ,alright ,503,,interesting ,laggy,one-dimensional ,685,,fun,interactive,exciting ,52,cool,exciting ,random,826,,interesting ,educational ,fun,955,1084,1056,1043,996,970,1102,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-04-12 15:37:31.827937,411f7e29-98e1-46a5-a76b-cbb89d46c46a,instagram_MIL_AR_underserved,1,6124ea99728014c37c9635c7,19,Android,Samsung galaxy,,,1,,,,,,,,"Sometimes, but less than once a month",True,,,,,,,,3,2,1,It didn't zoom in enough so it was hard to click on individual notes,0,1,1,1,1,1,1,1,1,2,1,1,0,,,,,,,1,2,2,"The world moved with the camera, if you zoomed in it only zoomed in on one one place",0,1,0,0,0,0,0,0,0,3,0,2,0,,,,,,,4,2,0,,2,2,3,2,1,2,3,3,2,0,2,0,1,,,,,,,3,2,0,,1,1,1,1,1,1,2,2,1,0,1,1,1,,,,,,,4,2,1,"It was a bit difficult to walk in the right place, it made me walk more on the left of the street",2,3,3,2,1,3,3,3,2,1,3,0,3,,1,1,3,1,1,1,-2,1,1,-1,-2,-3,-2,,-3,1,1,-2,1,1,mixed,,,,,1,,,,2,,,,,,,,,,,,,,2,,,1,2,,1,,,,item3,,20,132,94,112,205,163,117,13,19,29,52,52,32,,,1220,20m:20s,AnonymousUser,https://www.testxr.org/projects/survey/prolific/411f7e29-98e1-46a5-a76b-cbb89d46c46a/,,14061,21,670,,,Fun,Musical,Helpful,429,,Interactive,Educational,Clunky,765,,Entertaining ,Educational,Captivating,317,Frustrating ,Boring,Unusable,153,,Interactive,Educational,Simple,970,1087,1035,983,1138,1119,1168,,1,,547,76,624,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-04-12 16:50:27.599105,411f7e29-98e1-46a5-a76b-cbb89d46c46a,instagram_MIL_AR_underserved,1,641383d8aab887a3fa778149,20,iPhone,11,,2,1,3,6,,4,5,,,Several times a month,True,,,,,,,,2,0,0,,0,0,0,0,0,0,1,0,0,0,0,3,0,,,,,,,4,0,0,,3,2,3,2,2,1,2,3,3,0,1,0,1,,,,,,,4,2,1,Had to close and reopen the filter a few times for it to work. There was also no front facing filter.,1,2,2,2,0,2,3,2,1,0,1,0,2,,,,,,,3,1,0,,2,1,1,1,1,1,1,1,2,0,1,1,1,,,,,,,4,1,0,,2,3,2,2,2,3,3,3,2,0,2,0,2,,2,0,3,1,1,-1,1,1,1,1,1,1,1,,1,-3,-3,-2,-3,1,black,,,,,,,,1,3,,1,,,,,,,,,,,,1,,3,2,5,2,3,4,1,,item3,no,6,47,128,227,332,295,250,17,45,34,30,63,38,,,1578,26m:18s,AnonymousUser,https://www.testxr.org/projects/survey/prolific/411f7e29-98e1-46a5-a76b-cbb89d46c46a/,,14064,6,934,,,Boring,Simple,Bland,54,,Stimulating,Educational,Immersive,305,,Intriguing,Educational,Easy,1062,Cool,Interesting,Educational,638,,Cool,Simple,Easy,1289,1480,1306,1371,1336,1434,1518,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-04-12 16:50:42.786760,411f7e29-98e1-46a5-a76b-cbb89d46c46a,instagram_MIL_AR_underserved,1,63e530a8c23ce5fc5f65f1da,18,iPhone,Iphone 8 plus,,,,,,,,1,,,Never,True,,,,,,,,4,,0,,1,1,1,1,0,0,1,1,0,1,0,0,0,,,,,,,5,0,0,,1,2,3,2,1,2,3,3,3,0,3,0,1,,,,,,,5,0,0,,1,2,2,2,0,3,2,3,1,0,1,0,1,,,,,,,4,1,0,,3,1,1,0,0,0,2,2,1,0,0,0,0,,,,,,,3,0,0,,2,3,1,0,0,2,1,1,0,0,0,1,1,,2,1,3,-2,1,1,-1,1,-2,1,-1,-1,1,,1,-2,1,1,-1,2,white,1,,,,,,,,2,,,,,,,,,,,,,,,,,1,1,2,,,,,item3,,56,63,259,250,406,123,304,17,85,30,34,118,33,,,1865,31m:5s,AnonymousUser,https://www.testxr.org/projects/survey/prolific/411f7e29-98e1-46a5-a76b-cbb89d46c46a/,,14065,56,526,,,Musical,Fun,Interactive,1161,,Facts,History,Movement,120,,Interactive,Scientific ,Educational,910,Fun,Captivating , Game,786,,Facts,History,Skull,1465,1750,1715,1567,1685,1482,1783,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-04-12 16:51:26.129641,411f7e29-98e1-46a5-a76b-cbb89d46c46a,instagram_MIL_AR_underserved,1,5b587d897846fa0001fc11c6,24,iPhone,iPhone 12 Pro Max ,,,2,1,,,,3,,,"Sometimes, but less than once a month",True,,,,,,,,3,0,0,,0,0,0,0,0,0,1,1,0,0,0,2,0,,,,,,,4,1,0,,2,1,1,2,1,1,0,2,0,0,0,2,2,,,,,,,4,0,0,,1,2,1,0,1,1,1,2,1,0,0,2,1,,,,,,,5,0,0,,3,1,1,0,2,2,2,2,2,1,1,1,3,,,,,,,4,0,0,,1,3,2,1,1,2,2,2,2,0,0,1,2,,1,1,3,,-1,1,-2,1,-2,-1,-2,-1,1,,-2,-1,-3,-2,-2,2,white,,,,,,,,1,2,,,,1,2,,,,,,,,2,,,1,,3,,2,4,1,,item3,No,31,42,186,66,260,125,107,57,36,36,64,9,7,,,1110,18m:30s,AnonymousUser,https://www.testxr.org/projects/survey/prolific/411f7e29-98e1-46a5-a76b-cbb89d46c46a/,,14066,32,74,,,Cool,Different,Clever,260,,Immersive,Advanced,Different,560,,Scientific,Informative,Different,368,Informative,Factual,Interesting,434,,Smart,Informative,Useful,820,1015,951,1022,914,878,1031,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-04-12 16:52:16.093459,411f7e29-98e1-46a5-a76b-cbb89d46c46a,instagram_MIL_AR_underserved,1,6065f1587a37a7c8f1c4e1a8,22,iPhone,iPhone 14,,,,1,,,2,,,,"Sometimes, but less than once a month",True,,,,,,,,4,2,0,,1,3,3,2,1,1,2,2,2,1,0,1,3,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4,2,0,,2,2,2,2,2,1,1,1,0,0,0,2,1,,,,,,,5,0,0,,0,1,1,2,1,1,1,1,1,1,1,1,1,,,,,,,4,0,1,It would be nice if I didn’t have to turn my phone around,2,2,2,2,2,3,2,2,2,1,1,0,2,,1,1,3,-3,-2,-2,-2,1,-2,-1,1,-1,1,,-2,-1,1,1,-1,2,white,1,,,,,2,,,4,,1,,,,,,,,1,,,3,1,,,2,1,,3,4,2,,item3,N/a,16,52,196,122,214,239,212,30,17,30,24,32,19,,,1299,21m:39s,AnonymousUser,https://www.testxr.org/projects/survey/prolific/411f7e29-98e1-46a5-a76b-cbb89d46c46a/,,14067,16,68,,,Clear,Easy,Accessible ,264,,Fun,Navigate,Realisitc ,476,,Knowledgeable,Easy,Headache,690,Boring,Uninterested ,Numbers,813,,Fun,Crazy,Snapchatlike ,1052,1106,1082,1155,1125,1187,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
